DNA Test ID,DNA Sample Timestamp,Beach,DNA Sample 1 Reading,DNA Sample 2 Reading,DNA Reading Mean,Culture Test ID,Culture Sample 1 Timestamp,Culture Sample 1 Reading,Culture Sample 2 Reading,Culture Reading Mean,Culture Note,Culture Sample Interval,Culture Sample 2 Timestamp,Latitude,Longitude,Location
,,Oak Street,,,,89659,8/13/10 0:00,16,10.8,13.1,,,,41.9032,-87.6235,"(41.9032, -87.6235)"
,,Oakwood,,,,101895,6/3/09 0:00,3.1,6.2,4.4,,,,41.8211,-87.5976,"(41.8211, -87.5976)"
,,Foster,,,,107834,7/25/14 0:00,53,64,58.2,,,,41.9785,-87.6515,"(41.9785, -87.6515)"
,,12th Street,,,,89468,5/28/11 0:00,166.4,81.6,116.5,,,,41.8638,-87.6083,"(41.8638, -87.6083)"
,,Rogers,,,,89648,8/12/10 0:00,35.9,27.5,31.4,,,,42.0213,-87.6666,"(42.0213, -87.6666)"
,,Osterman,,,,90616,6/7/11 0:00,1,1,1,,,,41.9877,-87.6545,"(41.9877, -87.6545)"
,,Juneway,,,,113223,7/6/16 10:00,13,16,14.4,,1,7/6/16 10:01,42.0224,-87.6674,"(42.0224, -87.6674)"
,,Ohio Street,,,,96666,7/20/11 0:00,17.1,12,14.3,,,,41.8935,-87.6152,"(41.8935, -87.6152)"
,,Rogers,,,,94749,8/10/15 0:00,96,78,86.5,,,,42.0213,-87.6666,"(42.0213, -87.6666)"
,,Howard,,,,100191,7/23/08 0:00,307.6,307.6,307.6,,,,42.0188,-87.6663,"(42.0188, -87.6663)"
,,Osterman,,,,92210,8/31/09 0:00,133.4,101,116.1,,,,41.9877,-87.6545,"(41.9877, -87.6545)"
,,Montrose,,,,92070,8/25/09 0:00,222.4,206.4,214.3,,,,41.9655,-87.6385,"(41.9655, -87.6385)"
,,Loyola,,,,104006,7/6/07 0:00,30.1,25.9,27.9,,,,42.0131,-87.6635,"(42.0131, -87.6635)"
,,12th Street,,,,104220,6/26/06 0:00,18.1,17.3,17.7,,,,41.8638,-87.6083,"(41.8638, -87.6083)"
,,North Avenue,,,,96053,8/2/11 0:00,21.1,25.3,23.1,,,,41.9148,-87.6273,"(41.9148, -87.6273)"
,,Rainbow,,,,96549,7/15/11 0:00,39.3,44.1,41.6,,,,41.758,-87.551,"(41.758, -87.551)"
,,Oakwood,,,,110640,7/31/12 0:00,42,36.9,39.4,,,,41.8211,-87.5976,"(41.8211, -87.5976)"
,,Rogers,,,,102053,7/4/08 0:00,80.1,95.8,87.6,,,,42.0213,-87.6666,"(42.0213, -87.6666)"
,,North Avenue,,,,98490,6/21/07 0:00,148.3,110.6,128.1,,,,41.9148,-87.6273,"(41.9148, -87.6273)"
9325,8/14/18 0:00,Calumet,6146,5280,5696.6,,,,,,,,,41.7142,-87.5299,"(41.7142, -87.5299)"
,,Oak Street,,,,98673,6/14/07 0:00,24.3,26.2,25.2,,,,41.9032,-87.6235,"(41.9032, -87.6235)"
,,Oak Street,,,,90295,6/29/11 0:00,28.2,19.9,23.7,,,,41.9032,-87.6235,"(41.9032, -87.6235)"
,,Ohio Street,,,,92862,7/1/15 0:00,47,20,30.7,,,,41.8935,-87.6152,"(41.8935, -87.6152)"
2957,6/16/17 0:00,Montrose,606,484,541.6,,,,,,,,,41.9655,-87.6385,"(41.9655, -87.6385)"
,,12th Street,,,,95331,6/6/15 0:00,14,13,13.5,,,,41.8638,-87.6083,"(41.8638, -87.6083)"
,,Howard,,,,103060,6/26/07 0:00,9.7,1,3.1,,,,42.0188,-87.6663,"(42.0188, -87.6663)"
1207,7/14/16 12:54,Ohio Street,7,50,18.7,113341,7/14/16 7:15,21,37,27.9,,1,7/14/16 7:16,41.8935,-87.6152,"(41.8935, -87.6152)"
6575,6/12/18 12:10,Foster,164,136,149.3,,,,,,,,,41.9785,-87.6515,"(41.9785, -87.6515)"
,,Oak Street,,,,95029,5/28/15 0:00,13,1,3.6,,,,41.9032,-87.6235,"(41.9032, -87.6235)"
,,Osterman,,,,113347,7/14/16 8:40,11,17,13.7,,1,7/14/16 8:41,41.9877,-87.6545,"(41.9877, -87.6545)"
,,North Avenue,,,,97252,6/10/13 0:00,127,38,69.5,,,,41.9148,-87.6273,"(41.9148, -87.6273)"
,,North Avenue,,,,99748,6/2/08 0:00,7.4,11,9,,,,41.9148,-87.6273,"(41.9148, -87.6273)"
,,Ohio Street,,,,107338,7/2/12 0:00,14.5,12.2,13.3,,,,41.8935,-87.6152,"(41.8935, -87.6152)"
,,North Shore,,,,98224,7/18/06 0:00,248.1,,15.8,,,,42.0027,-87.6564,"(42.0027, -87.6564)"
,,Foster,,,,112501,7/9/14 0:00,8,12,9.8,,,,41.9785,-87.6515,"(41.9785, -87.6515)"
,,Osterman,,,,98347,8/17/06 0:00,71.7,72.7,72.2,,,,41.9877,-87.6545,"(41.9877, -87.6545)"
,,Osterman,,,,107966,8/15/13 0:00,32,47,38.8,,,,41.9877,-87.6545,"(41.9877, -87.6545)"
,,Ohio Street,,,,90543,6/4/11 0:00,62,101.4,79.3,,,,41.8935,-87.6152,"(41.8935, -87.6152)"
,,Montrose,,,,113303,7/12/16 9:20,99,143,119,,1,7/12/16 9:21,41.9655,-87.6385,"(41.9655, -87.6385)"
,,Juneway,,,,91020,7/15/09 0:00,28.8,19.7,23.8,,,,42.0224,-87.6674,"(42.0224, -87.6674)"
,,12th Street,,,,95769,9/1/15 0:00,11,6,8.1,,,,41.8638,-87.6083,"(41.8638, -87.6083)"
4586,7/30/17 0:00,63rd Street,297,26,87.9,,,,,,,,,41.7827,-87.5748,"(41.7827, -87.5748)"
,,Foster,,,,102195,6/16/09 0:00,12.2,16.8,14.3,,,,41.9785,-87.6515,"(41.9785, -87.6515)"
3365,6/27/17 0:00,Calumet,609,541,574,,,,,,,,,41.7142,-87.5299,"(41.7142, -87.5299)"
,,Rainbow,,,,102823,7/24/06 0:00,80.9,44.8,60.2,,,,41.758,-87.551,"(41.758, -87.551)"
7073,6/22/18 0:00,North Avenue,64,310,140.9,,,,,,,,,41.9148,-87.6273,"(41.9148, -87.6273)"
9272,8/12/18 0:00,Foster,92,106,98.8,,,,,,,,,41.9785,-87.6515,"(41.9785, -87.6515)"
,,Oakwood,,,,92388,8/4/09 0:00,2,35,8.4,,,,41.8211,-87.5976,"(41.8211, -87.5976)"
,,Montrose Dog,,,,113829,8/15/16 8:50,276,130,189.4,,1,8/15/16 8:51,41.96869,-87.642617,"(41.96869, -87.642617)"
,,Foster,,,,110940,6/18/14 0:00,4,40,12.6,,,,41.9785,-87.6515,"(41.9785, -87.6515)"
,,Juneway,,,,102347,7/7/08 0:00,2,2,2,,,,42.0224,-87.6674,"(42.0224, -87.6674)"
,,Lane,,,,91423,6/23/09 0:00,35.4,44.8,39.8,,,,41.9877,-87.6545,"(41.9877, -87.6545)"
,,63rd Street,,,,105987,9/6/12 0:00,95.8,80.1,87.6,,,,41.7827,-87.5748,"(41.7827, -87.5748)"
8059,7/15/18 0:00,Ohio Street,51,33,41,,,,,,,,,41.8935,-87.6152,"(41.8935, -87.6152)"
7411,6/30/18 12:02,Foster,119,905,328.2,,,,,,,,,41.9785,-87.6515,"(41.9785, -87.6515)"
,,Howard,,,,88379,7/21/10 0:00,23.1,8.6,14.1,,,,42.0188,-87.6663,"(42.0188, -87.6663)"
,,Oakwood,,,,95411,8/26/15 0:00,33,40,36.3,,,,41.8211,-87.5976,"(41.8211, -87.5976)"
,,57th Street,,,,95410,8/26/15 0:00,51,93,68.9,,,,41.7911,-87.5797,"(41.7911, -87.5797)"
3933,7/12/17 0:00,12th Street,228,1128,507.1,,,,,,,,,41.8638,-87.6083,"(41.8638, -87.6083)"
,,Montrose,,,,113412,7/19/16 8:00,123,133,127.9,,1,7/19/16 8:01,41.9655,-87.6385,"(41.9655, -87.6385)"
5865,9/2/17 0:00,Calumet,346,209,268.9,,,,,,,,,41.7142,-87.5299,"(41.7142, -87.5299)"
,,Foster,,,,104571,6/14/06 0:00,27.2,16,20.9,,,,41.9785,-87.6515,"(41.9785, -87.6515)"
8640,7/30/18 0:00,Montrose,349,395,371.3,,,,,,,,,41.9655,-87.6385,"(41.9655, -87.6385)"
,,12th Street,,,,102683,5/24/06 0:00,3,2,2.4,,,,41.8638,-87.6083,"(41.8638, -87.6083)"
7885,7/11/18 0:00,Rainbow,313,252,280.8,,,,,,,,,41.758,-87.551,"(41.758, -87.551)"
2958,6/16/17 0:00,Foster,131,49,80.1,,,,,,,,,41.9785,-87.6515,"(41.9785, -87.6515)"
,,Ohio Street,,,,90653,6/9/11 0:00,214.2,90.8,139.5,,,,41.8935,-87.6152,"(41.8935, -87.6152)"
,,Calumet,,,,110681,8/2/12 0:00,75.9,60.9,68,,,,41.7142,-87.5299,"(41.7142, -87.5299)"
,,Foster,,,,100315,6/12/08 0:00,55.6,18.5,32.1,,,,41.9785,-87.6515,"(41.9785, -87.6515)"
,,Calumet,,,,111985,8/31/12 0:00,5.2,6.3,5.7,,,,41.7142,-87.5299,"(41.7142, -87.5299)"
,,63rd Street,,,,107823,7/25/14 0:00,291,276,283.4,,,,41.7827,-87.5748,"(41.7827, -87.5748)"
,,Rainbow,,,,104906,8/9/06 0:00,20.3,43.5,29.7,,,,41.758,-87.551,"(41.758, -87.551)"
4722,8/4/17 0:00,Calumet,1444,7409,3270.9,,,,,,,,,41.7142,-87.5299,"(41.7142, -87.5299)"
5984,5/28/18 11:47,Marion Mahony Griffin (Jarvis),12,12,12,,,,,,,,,42.0161,-87.6647,"(42.0161, -87.6647)"
,,57th Street,,,,96935,8/30/13 0:00,15,4,7.7,,,,41.7911,-87.5797,"(41.7911, -87.5797)"
,,Osterman,,,,104250,6/27/06 0:00,108.1,98.7,103.3,,,,41.9877,-87.6545,"(41.9877, -87.6545)"
,,Juneway,,,,100281,6/10/08 0:00,1,1,1,,,,42.0224,-87.6674,"(42.0224, -87.6674)"
,,Osterman,,,,103689,6/6/06 0:00,30.9,32.3,31.6,,,,41.9877,-87.6545,"(41.9877, -87.6545)"
,,Lane,,,,100791,6/18/08 0:00,3.1,6.2,4.4,,,,41.9877,-87.6545,"(41.9877, -87.6545)"
,,Fargo,,,,112944,6/16/16 8:50,3,4,3.5,,1,6/16/16 8:51,42.0161,-87.6647,"(42.0161, -87.6647)"
,,Juneway,,,,113748,8/10/16 11:15,8,5,6.3,,,,42.0224,-87.6674,"(42.0224, -87.6674)"
,,63rd Street,,,,89063,6/7/10 0:00,191.8,137.4,162.3,,,,41.7827,-87.5748,"(41.7827, -87.5748)"
4697,8/3/17 0:00,Ohio Street,199,93,136,,,,,,,,,41.8935,-87.6152,"(41.8935, -87.6152)"
,,12th Street,,,,103793,6/21/06 0:00,648.8,387.3,501.3,,,,41.8638,-87.6083,"(41.8638, -87.6083)"
,,Montrose,,,,90504,6/2/11 0:00,191.8,387.3,272.6,,,,41.9655,-87.6385,"(41.9655, -87.6385)"
,,63rd Street,,,,98165,6/7/07 0:00,93.3,107.6,100.2,,,,41.7827,-87.5748,"(41.7827, -87.5748)"
682,6/9/16 11:31,Ohio Street,18,9,12.7,112826,6/9/16 6:15,26,24,25,,2,6/9/16 6:17,41.8935,-87.6152,"(41.8935, -87.6152)"
,,57th Street,,,,109529,6/18/15 0:00,135,96,113.8,,,,41.7911,-87.5797,"(41.7911, -87.5797)"
,,Leone,,,,88209,6/3/10 0:00,275.5,163.1,212,,,,42.0131,-87.6635,"(42.0131, -87.6635)"
,,Montrose Dog,,,,93369,8/21/14 0:00,115,111,113,,,,41.96869,-87.642617,"(41.96869, -87.642617)"
,,57th Street,,,,111920,8/28/12 0:00,135.4,148.3,141.7,,,,41.7911,-87.5797,"(41.7911, -87.5797)"
,,Foster,,,,95146,8/18/15 0:00,11,20,14.8,,,,41.9785,-87.6515,"(41.9785, -87.6515)"
3473,6/28/17 0:00,Howard,520,539,529.4,,,,,,,,,42.0188,-87.6663,"(42.0188, -87.6663)"
,,Osterman,,,,113133,6/29/16 10:05,21,33,26.3,,1,6/29/16 10:06,41.9877,-87.6545,"(41.9877, -87.6545)"
,,Lane,,,,104393,8/3/06 0:00,1553.1,920.8,1195.9,,,,41.9877,-87.6545,"(41.9877, -87.6545)"
,,Calumet,,,,105089,8/15/12 0:00,49.6,58.3,53.8,,,,41.7142,-87.5299,"(41.7142, -87.5299)"
,,Lane,,,,91035,7/16/09 0:00,3.1,1,1.8,,,,41.9877,-87.6545,"(41.9877, -87.6545)"
,,12th Street,,,,91882,8/17/09 0:00,57.1,13.5,27.8,,,,41.8638,-87.6083,"(41.8638, -87.6083)"
1807,8/12/16 12:49,Ohio Street,35,93,57.1,113801,8/12/16 7:15,21,12,15.9,,1,8/12/16 7:16,41.8935,-87.6152,"(41.8935, -87.6152)"
2668,6/7/17 0:00,Ohio Street,82,10,28.6,,,,,,,,,41.8935,-87.6152,"(41.8935, -87.6152)"
9654,8/21/18 12:00,Rogers,315,320,317.5,,,,,,,,,42.0213,-87.6666,"(42.0213, -87.6666)"
,,Lane,,,,103031,6/25/07 0:00,21.8,18.5,20.1,,,,41.9877,-87.6545,"(41.9877, -87.6545)"
,,South Shore,,,,87677,6/25/10 0:00,101.2,93.3,97.2,,,,41.7689,-87.5636,"(41.7689, -87.5636)"
,,Montrose,,,,98104,6/4/07 0:00,75.4,45.2,58.4,,,,41.9655,-87.6385,"(41.9655, -87.6385)"
,,57th Street,,,,108942,5/23/13 0:00,2420,2420,2420,,,,41.7911,-87.5797,"(41.7911, -87.5797)"
,,Rainbow,,,,92905,8/11/14 0:00,93,157,120.8,,,,41.758,-87.551,"(41.758, -87.551)"
,,North Avenue,,,,107702,5/30/13 0:00,3,4,3.5,,,,41.9148,-87.6273,"(41.9148, -87.6273)"
,,57th Street,,,,95787,9/2/15 0:00,214,236,224.7,,,,41.7911,-87.5797,"(41.7911, -87.5797)"
,,Osterman,,,,108753,7/17/12 0:00,56.3,59.1,57.7,,,,41.9877,-87.6545,"(41.9877, -87.6545)"
9286,8/13/18 0:00,Rainbow,203,226,214.2,,,,,,,,,41.758,-87.551,"(41.758, -87.551)"
,,Juneway,,,,87333,6/22/15 0:00,3,1,1.7,,,,42.0224,-87.6674,"(42.0224, -87.6674)"
,,12th Street,,,,94784,5/22/15 0:00,328,488,400.1,,,,41.8638,-87.6083,"(41.8638, -87.6083)"
5246,8/18/17 0:00,South Shore,1858,3017,2367.6,,,,,,,,,41.7689,-87.5636,"(41.7689, -87.5636)"
9373,8/15/18 0:00,Humboldt,4,4,4,,,,,,,,,41.90643,-87.703717,"(41.90643, -87.703717)"
10172,8/31/18 11:55,Marion Mahony Griffin (Jarvis),234,389,301.7,,,,,,,,,42.0161,-87.6647,"(42.0161, -87.6647)"
101,7/21/15 0:00,Rainbow,248.6,210.1,229,93778,7/21/15 0:00,1300,272,594.6,,,,41.758,-87.551,"(41.758, -87.551)"
,,12th Street,,,,107368,7/19/12 0:00,290.9,148.3,207.7,,,,41.8638,-87.6083,"(41.8638, -87.6083)"
,,Ohio Street,,,,110620,7/30/12 0:00,7.3,5.2,6.2,,,,41.8935,-87.6152,"(41.8935, -87.6152)"
,,North Shore,,,,98636,6/12/07 0:00,19.9,22.8,21.3,,,,42.0027,-87.6564,"(42.0027, -87.6564)"
,,South Shore,,,,104561,6/14/06 0:00,23.8,38.4,30.2,,,,41.7689,-87.5636,"(41.7689, -87.5636)"
4550,7/29/17 0:00,Rainbow,619,335,455.4,,,,,,,,,41.758,-87.551,"(41.758, -87.551)"
,,North Shore,,,,91152,7/21/09 0:00,18.9,18.7,18.8,,,,42.0027,-87.6564,"(42.0027, -87.6564)"
10328,5/25/19 12:42,Oakwood,13,6,8.8,,,,,,,,,41.8211,-87.5976,"(41.8211, -87.5976)"
1071,7/2/16 13:05,South Shore,43,38,40.4,,,,,,,,,41.7689,-87.5636,"(41.7689, -87.5636)"
,,Osterman,,,,104620,6/16/06 0:00,24.3,21.6,22.9,,,,41.9877,-87.6545,"(41.9877, -87.6545)"
,,Calumet,,,,107200,6/4/14 0:00,579,219,356.1,,,,41.7142,-87.5299,"(41.7142, -87.5299)"
,,Loyola,,,,98062,8/14/06 0:00,14.5,14.6,14.5,,,,42.0131,-87.6635,"(42.0131, -87.6635)"
,,Juneway,,,,88521,7/28/10 0:00,23.1,15.5,18.9,,,,42.0224,-87.6674,"(42.0224, -87.6674)"
,,12th Street,,,,97980,7/12/06 0:00,228.2,325.5,272.5,,,,41.8638,-87.6083,"(41.8638, -87.6083)"
,,Osterman,,,,97638,7/27/11 0:00,8.5,7.5,8,,,,41.9877,-87.6545,"(41.9877, -87.6545)"
7025,6/21/18 0:00,63rd Street,208,59,110.8,,,,,,,,,41.7827,-87.5748,"(41.7827, -87.5748)"
7414,6/30/18 12:04,Rogers,452,6523,1717.1,,,,,,,,,42.0213,-87.6666,"(42.0213, -87.6666)"
10461,5/28/19 12:16,Howard,9,11,9.9,,,,,,,,,42.0188,-87.6663,"(42.0188, -87.6663)"
,,Montrose,,,,87420,9/14/15 0:00,55,63,58.9,,,,41.9655,-87.6385,"(41.9655, -87.6385)"
,,Loyola,,,,98854,7/26/07 0:00,27.5,24.1,25.7,,,,42.0131,-87.6635,"(42.0131, -87.6635)"
,,63rd Street,,,,94202,8/6/09 0:00,1119.9,2419.6,1646.1,,,,41.7827,-87.5748,"(41.7827, -87.5748)"
,,Ohio Street,,,,99769,6/3/08 0:00,39.7,16.1,25.3,,,,41.8935,-87.6152,"(41.8935, -87.6152)"
,,57th Street,,,,89614,8/11/10 0:00,98.5,101.2,99.8,,,,41.7911,-87.5797,"(41.7911, -87.5797)"
,,Oakwood,,,,97495,8/31/11 0:00,42.8,34.5,38.4,,,,41.8211,-87.5976,"(41.8211, -87.5976)"
,,12th Street,,,,111517,6/12/12 0:00,6.3,11,8.3,,,,41.8638,-87.6083,"(41.8638, -87.6083)"
3728,7/5/17 0:00,12th Street,268,105,167.7,,,,,,,,,41.8638,-87.6083,"(41.8638, -87.6083)"
,,Montrose,,,,100036,7/11/08 0:00,2419.6,2419.6,2419.6,,,,41.9655,-87.6385,"(41.9655, -87.6385)"
,,Rogers,,,,108670,7/13/12 0:00,30.1,19.9,24.5,,,,42.0213,-87.6666,"(42.0213, -87.6666)"
,,South Shore,,,,108852,7/29/14 0:00,921,921,921,,,,41.7689,-87.5636,"(41.7689, -87.5636)"
5829,9/1/17 0:00,North Avenue,3602,2612,3067.3,,,,,,,,,41.9148,-87.6273,"(41.9148, -87.6273)"
,,Oak Street,,,,96870,8/27/13 0:00,58,18,32.3,,,,41.9032,-87.6235,"(41.9032, -87.6235)"
,,Juneway,,,,89438,5/26/11 0:00,866.4,1299.7,1061.2,,,,42.0224,-87.6674,"(42.0224, -87.6674)"
,,Rainbow,,,,104214,6/26/06 0:00,1,3,1.7,,,,41.758,-87.551,"(41.758, -87.551)"
2485,6/2/17 0:00,Osterman,25,50,35.4,,,,,,,,,41.9877,-87.6545,"(41.9877, -87.6545)"
,,Ohio Street,,,,90118,6/21/11 0:00,43.2,42,42.6,,,,41.8935,-87.6152,"(41.8935, -87.6152)"
,,Howard,,,,112749,6/3/16 11:00,1,1,1,,1,6/3/16 11:01,42.0188,-87.6663,"(42.0188, -87.6663)"
,,Rogers,,,,112774,6/6/16 11:00,4,1,2,,1,6/6/16 11:01,42.0213,-87.6666,"(42.0213, -87.6666)"
,,North Avenue,,,,104680,6/30/06 0:00,63.1,69.1,66,,,,41.9148,-87.6273,"(41.9148, -87.6273)"
2786,6/11/17 0:00,Hartigan (Albion),54,142,87.6,,,,,,,,,42.0027,-87.6564,"(42.0027, -87.6564)"
,,Howard,,,,103759,6/19/06 0:00,25.3,32.7,28.8,,,,42.0188,-87.6663,"(42.0188, -87.6663)"
,,63rd Street,,,,98691,6/15/07 0:00,31.1,38.3,34.5,,,,41.7827,-87.5748,"(41.7827, -87.5748)"
,,57th Street,,,,108412,6/11/14 0:00,4,10,6.3,,,,41.7911,-87.5797,"(41.7911, -87.5797)"
,,12th Street,,,,91439,6/24/09 0:00,37.3,25.6,30.9,,,,41.8638,-87.6083,"(41.8638, -87.6083)"
,,12th Street,,,,98075,8/15/06 0:00,32.3,42,36.8,,,,41.8638,-87.6083,"(41.8638, -87.6083)"
,,12th Street,,,,88529,7/29/10 0:00,1299.7,2419.6,1773.3,,,,41.8638,-87.6083,"(41.8638, -87.6083)"
,,Juneway,,,,99278,7/10/07 0:00,178.5,131.4,153.1,,,,42.0224,-87.6674,"(42.0224, -87.6674)"
6162,6/1/18 0:00,Foster,916,1138,1021,,,,,,,,,41.9785,-87.6515,"(41.9785, -87.6515)"
,,Rainbow,,,,105402,9/12/13 0:00,61,,7.8,,,,41.758,-87.551,"(41.758, -87.551)"
,,Foster,,,,108055,8/19/13 0:00,28,10,16.7,,,,41.9785,-87.6515,"(41.9785, -87.6515)"
5436,8/24/17 0:00,63rd Street,147,104,123.6,,,,,,,,,41.7827,-87.5748,"(41.7827, -87.5748)"
,,Oakwood,,,,88199,6/3/10 0:00,137.4,109.5,122.7,,,,41.8211,-87.5976,"(41.8211, -87.5976)"
,,12th Street,,,,101347,8/24/07 0:00,67.7,45.7,55.6,,,,41.8638,-87.6083,"(41.8638, -87.6083)"
10485,5/29/19 11:44,57th Street,106,82,93.2,,,,,,,,,41.7911,-87.5797,"(41.7911, -87.5797)"
,,Juneway,,,,101738,8/30/07 0:00,435.2,547.2,488,,,,42.0224,-87.6674,"(42.0224, -87.6674)"
,,Osterman,,,,89723,8/16/10 0:00,7.4,3.1,4.8,,,,41.9877,-87.6545,"(41.9877, -87.6545)"
,,Howard,,,,105086,8/14/12 0:00,1,2,1.4,,,,42.0188,-87.6663,"(42.0188, -87.6663)"
8126,7/17/18 11:31,63rd Street,995,1545,1239.9,,,,,,,,,41.7827,-87.5748,"(41.7827, -87.5748)"
,,Juneway,,,,103675,6/5/06 0:00,1,1,1,,,,42.0224,-87.6674,"(42.0224, -87.6674)"
,,Montrose Dog,,,,109118,6/5/13 0:00,39,236,95.9,,,,41.96869,-87.642617,"(41.96869, -87.642617)"
,,Rogers,,,,109893,8/1/14 0:00,3,1,1.7,,,,42.0213,-87.6666,"(42.0213, -87.6666)"
,,Ohio Street,,,,100591,7/31/08 0:00,12.2,3.1,6.1,,,,41.8935,-87.6152,"(41.8935, -87.6152)"
,,Oak Street,,,,87504,6/16/10 0:00,14.4,30.5,21,,,,41.9032,-87.6235,"(41.9032, -87.6235)"
,,Oak Street,,,,89089,6/8/10 0:00,11.9,9.8,10.8,,,,41.9032,-87.6235,"(41.9032, -87.6235)"
,,Ohio Street,,,,89578,8/9/10 0:00,12,13.2,12.6,,,,41.8935,-87.6152,"(41.8935, -87.6152)"
,,12th Street,,,,91327,7/29/09 0:00,272.3,307.6,289.4,,,,41.8638,-87.6083,"(41.8638, -87.6083)"
,,Montrose Dog,,,,114120,9/2/16 9:00,84,80,82,,1,9/2/16 9:01,41.96869,-87.642617,"(41.96869, -87.642617)"
,,Juneway,,,,105065,8/13/12 0:00,12.1,18.7,15,,,,42.0224,-87.6674,"(42.0224, -87.6674)"
,,Osterman,,,,98872,7/27/07 0:00,16.1,27.2,20.9,,,,41.9877,-87.6545,"(41.9877, -87.6545)"
,,Ohio Street,,,,96754,7/24/11 0:00,54.6,613.1,183,,,,41.8935,-87.6152,"(41.8935, -87.6152)"
,,Rainbow,,,,105068,8/14/12 0:00,328.2,980.4,567.2,,,,41.758,-87.551,"(41.758, -87.551)"
,,Lane,,,,100375,7/16/08 0:00,28.8,24.3,26.5,,,,41.9877,-87.6545,"(41.9877, -87.6545)"
,,Leone,,,,108252,5/22/14 0:00,3,4,3.5,,,,42.0131,-87.6635,"(42.0131, -87.6635)"
,,Osterman,,,,100684,8/15/07 0:00,14.4,6.3,9.5,,,,41.9877,-87.6545,"(41.9877, -87.6545)"
,,Juneway,,,,113311,7/12/16 10:30,7,9,7.9,,1,7/12/16 10:31,42.0224,-87.6674,"(42.0224, -87.6674)"
,,Leone,,,,90457,7/6/11 0:00,24.3,325.5,88.9,,,,42.0131,-87.6635,"(42.0131, -87.6635)"
,,Ohio Street,,,,100224,7/25/08 0:00,1413.6,920.8,1140.9,,,,41.8935,-87.6152,"(41.8935, -87.6152)"
9746,8/22/18 12:08,Montrose,626,536,579.3,,,,,,,,,41.9655,-87.6385,"(41.9655, -87.6385)"
,,Osterman,,,,95296,6/4/15 0:00,4,1,2,,,,41.9877,-87.6545,"(41.9877, -87.6545)"
,,Montrose,,,,96561,7/15/11 0:00,13.1,17.1,15,,,,41.9655,-87.6385,"(41.9655, -87.6385)"
,,12th Street,,,,89446,5/27/11 0:00,285.1,344.1,313.2,,,,41.8638,-87.6083,"(41.8638, -87.6083)"
5585,8/28/17 0:00,Calumet,13,151,44.3,,,,,,,,,41.7142,-87.5299,"(41.7142, -87.5299)"
,,63rd Street,,,,113820,8/15/16 10:25,28,35,31.3,,2,8/15/16 10:27,41.7827,-87.5748,"(41.7827, -87.5748)"
10222,9/3/18 0:00,Osterman,1060,447,688.3,,,,,,,,,41.9877,-87.6545,"(41.9877, -87.6545)"
,,Oak Street,,,,91440,6/24/09 0:00,6.3,2,3.5,,,,41.9032,-87.6235,"(41.9032, -87.6235)"
,,63rd Street,,,,94625,5/20/15 0:00,921,727,818.3,,,,41.7827,-87.5748,"(41.7827, -87.5748)"
,,South Shore,,,,88504,7/28/10 0:00,1203.3,24.1,170.3,,,,41.7689,-87.5636,"(41.7689, -87.5636)"
4828,8/6/17 0:00,Margaret T Burroughs (31st),234,172,200.6,,,,,,,,,41.8393,-87.6072,"(41.8393, -87.6072)"
,,Howard,,,,109362,8/13/13 0:00,1414,921,1141.2,,,,42.0188,-87.6663,"(42.0188, -87.6663)"
9547,8/18/18 0:00,Margaret T Burroughs (31st),1062,867,959.6,,,,,,,,,41.8393,-87.6072,"(41.8393, -87.6072)"
,,Ohio Street,,,,94460,8/6/15 0:00,21,48,31.7,,,,41.8935,-87.6152,"(41.8935, -87.6152)"
,,Rogers,,,,94062,7/27/15 0:00,14,21,17.1,,,,42.0213,-87.6666,"(42.0213, -87.6666)"
,,Howard,,,,102226,6/17/09 0:00,36.9,37.9,37.4,,,,42.0188,-87.6663,"(42.0188, -87.6663)"
,,Oakwood,,,,89356,5/23/11 0:00,21.6,30.5,25.7,,,,41.8211,-87.5976,"(41.8211, -87.5976)"
2449,6/1/17 12:37,Hartigan (Albion),8,11,9.4,,,,,,,,,42.0027,-87.6564,"(42.0027, -87.6564)"
,,Rainbow,,,,100473,7/21/08 0:00,81.6,73.3,77.3,,,,41.758,-87.551,"(41.758, -87.551)"
,,Calumet,,,,97565,6/13/11 0:00,18.3,25.9,21.8,,,,41.7142,-87.5299,"(41.7142, -87.5299)"
,,Howard,,,,90788,7/15/10 0:00,17.5,24.6,20.7,,,,42.0188,-87.6663,"(42.0188, -87.6663)"
,,Leone,,,,95380,8/24/15 0:00,2,6,3.5,,,,42.0131,-87.6635,"(42.0131, -87.6635)"
5365,8/21/17 0:00,12th Street,63,44,52.6,,,,,,,,,41.8638,-87.6083,"(41.8638, -87.6083)"
,,Leone,,,,112964,6/17/16 10:40,86,104,94.6,,1,6/17/16 10:41,42.0131,-87.6635,"(42.0131, -87.6635)"
3466,6/28/17 0:00,63rd Street,1100,1332,1210.5,,,,,,,,,41.7827,-87.5748,"(41.7827, -87.5748)"
,,Oak Street,,,,96469,7/11/11 0:00,32.3,6.3,14.3,,,,41.9032,-87.6235,"(41.9032, -87.6235)"
,,South Shore,,,,111394,8/22/12 0:00,161.6,111.2,134.1,,,,41.7689,-87.5636,"(41.7689, -87.5636)"
,,57th Street,,,,111885,7/8/13 0:00,56,12,25.9,,,,41.7911,-87.5797,"(41.7911, -87.5797)"
